team,GitHubDA,Product,Utterance,GitHubpol
g24,sd qo ad qo ad ad ad ad ad qo sv sd sd sd sv sv qy ng sv h qo aa bf ad oo_co_cc na sv sv sd sv qy sv sv sd sv sd sd sd sv sd ad ad b qy sv ba sv qy qy qy aa aa na ba qy fc sd sd aa sd sd qy^d b qy qo sv sd sd sv sv sd sd ad sd ad sd sv sv sd sv sv sv sd ad ad bf,u,"Fix for alignment issues. #103.What does this Pull Request do?.Adds CSS changes to the batch admin tables to fix algnment issues..What's new?.adds the following rules to ctools-dropbutton-wrapper.position: relative; // to force the absolute positioning of ctools-button-processed into it's context and not the page..width: 100%; to ensure this span takes up the full width of the parent..display: block; to enforce height dimensions.adds the following rules to td.views-field-actions {width: 135px; //enforce width here to account for width of existing text strings vertical-align: top //counter-act offset issues}.How should this be tested?.The following pages should no longer have alignment issues with the ctools drop button in the last table column..Interested parties.fix for alignment issues..A bit of testing..it appears this can be done somewhat more ideally by populating the header for the column.Operations, or something of the like,or maybe something of a premature optimization.but could target the header cell specifically?.... Dunno....thinking explicit pixels could run into issues should the text for the operations be translated to be longer....though not quite sure how to resolve in a table... Shrug?.though not quite sure how to resolve in a table... Shrug?.Yeah, I'm not entirely happy about this..The root of the issue is that the div inside the wrapper span, has the class ""ctools-dropbutton-processed"" this has a rule making it absolutely positioned, which essentially means it's height/width will not affect it's parents..Without any content to grow the td or the span, we have to resort to explicitly setting a width..The other option is to override the absolute positioning and make ctools-dropbutton-processed relative..Targeting the header cell is fine..I had made a comment to, suggesting we may be able to get a way with laying out the table in CSS as a table..This way we could avoid the header cell styling, or adding text there the community may not be expecting..In stark, the table layout (using just the above code) would look something like this:.Really... this file should probably go away (probably should have been marked deprecated when we moved away from using contextual links for the operations)... we no longer use contextual links..Is this section really necessary?.Seems to work the same with and without it..Paranoia really, absolute positioning is bound to the first parent whose positioning is not default..This is just ensuring that no matter what happens, the child object will always remain positioned relative to the wrapper span..More paranoia, Divs inside spans don't make logical or semantic sense..ust a note: There's also the user-specific paths at:.which are similarly effected..I had made a comment to , suggesting we may be able to get a way with laying out the table in CSS as a table..This way we could avoid the header cell styling, or adding text there the community may not be expecting..In stark, the table layout (using just the above code) would look something like this:.let me know when you are ready with to test..Will try with some Browser variety and hopefully with some other than only default theming..(let's see how that goes)..About that Div inside a span, can we change that?.Seems like less than standard, or maybe it is just me..Thanks.Code itself seems good to test..As for div in span ... does feel weird?.Looks like it happens by virtue of adding a prefix/suffix to the button theme in the field handler ... could be changed to a <div>, possibly?.Not certain it's in scope for this task; perhaps we should open a ticket?.Haha never mind, there we go.hi We are ready to proceed with testing..OK will do tomorrow AM..thanks.hi just checking in to see if you had a chance to check this out yet..All the best,.#NAME?.Give me 24 hours to merge.deserves credit on that..There is still a slight vertical offset..(means the selection elements are slightly (but noticeable) offset from table rows..Not sure if you see that also?.I'm seeing this when admin overlay is enabled..Could we fix this while we are here?.let me know.I made a fix giving some height to the wrapper element which had none (child was absolute positioned) It seems to take the vertical-align: middle now..I have tested this out using stark, with and without admin overlay..Both present the table in a vertically aligned fashion..However, it is also worth noting we can get away without the min-height by removing the absolute positioning on the ctools-dropbutton-processed (provided by views_table_contextual_links_fix.css)..That stylesheet is provided by views however, so overriding it requires a css_alter() hook or a '!important' written in to this modules .css, which is kinda terrible..That said.To avoid the min-height:.1: .ctools-dropbutton-processed : Remove the absolute position rule (uses position: relative other wise)..This rule is being supplied by views-admin.ctools.css, and would need to be overridden with the css_alter hook, or a '!important' rule..2: td.views-field-actions .ctools-dropbutton-wrapper : Remove min-height.A few more options are available to address this, but they require overriding CSS elsewhere or disabling the admin theme (to avoid additional styling on the table)..This is less then ideal..All things considered, the latest commit looks to be the easiest way to resolve the alignment issue in a reliable fashion..the min-height solves the issue at least for stark/recommended admin themes..Table row height actually varies a lot (see Bootstrap) and I would actually always prefer an !important or even if possible, a more exact CSS selector (which can be archieved by adding a specific #id to our table view wrapper and then targeting based on that..But i guess this is good for now since many of our admin interfaces fail on more complex themes (solr index admin does not work 100% on bootstrap for example)..As I understand it, the issue is actually that the wrapper has no height and cannot take the vertical align property..The min-height of the wrapper is set to be equal to the height of the child button group itself, The child button is absolutely aligned so doesn't impart dimension to it's parent..So the function of this rule is two fold 1) give dimension to the wrapper element so it can take the vertical-align prop..2) Constrain the min-height of the wrapper to never be less than the child element ( the button group)..The biggest benefit is that we don't need to override any rules coming from ctools.",0.0  0.0  0.0  0.13636363636363635  0.0  0.1  0.35  0.0  0.25  0.0  0.0  0.25  0.0  0.0  0.7  0.0  0.0  0.0  0.0  0.5  0.5  -0.4  0.1  0.0  0.025000000000000005  0.4166666666666667  0.5  0.0  -0.1  0.15000000000000002  0.0  0.0  0.225  0.0  0.375  0.0  0.0  0.5  0.0  -0.1  0.2  -0.0625  0.0  0.0  -0.08333333333333333  0.2  0.7  -0.5  0.0  -0.05357142857142857  0.2  0.2  0.5  0.2  0.0  1.0  0.0  0.0  0.0  -0.16666666666666666  -0.16666666666666666  -0.25  0.0  0.0  0.0  0.1  -0.2  0.0  0.25  -0.3  0.0  0.0  0.19374999999999998  0.4  0.0  0.2333333333333333  0.3666666666666667  0.5  -0.3  0.16428571428571428  0.18  0.0  0.1  0.0  -0.16666666666666666  0.0
g25,sd sd sd qy qo qy sd sd,u,"Generation/version missing in errorhandling #104.While testing I stumbled on this:.So it is not reporting the generation or version which can be very helpful when debugging..Is this still relevant?.If so, what is blocking it?.Is there anything you can do to help move it forward?.This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs..Fixed as part of a1952ec",-0.2  0.0  0.2  0.4  0.0  0.0  -0.1  0.1
g26,sd sd sd,u,Github links in comments are not shortened #104.Testing microsoft/vscode#55396 on Ubuntu  Github links in comments are not shortened The links below should have been shown as Microsoft/vscode#...Duplicate of #74,0.0  0.0  0.0
g27,sd qo ad sv sd sd,s,"Expose `File.getAbsolutePath` #104.I guess this can be quite useful in some cases?.I'm working on a new way to add class support to babashka/sci. See the reflection branch:.It's probably best to wait for that, because then it will automatically be added..This now works on master:.Add FreeBSD support #104",0.0  0.3  0.13636363636363635  1.0  0.0  0.0
g28,sd qw sd qw qw qw qw ad sd sd sd sd ba ba ft fc,s,"ares.ares_host_result unpickleable #104.What steps will reproduce the problem?.which is obviously not intended.What version of the gevent are you using?.What version of libevent are you using?.On what operating system?.On what Python?.Please provide any additional information below..The following insertion into ares.pyx resolves:.This fix allows us to set cookie options and maintain compatibility with current configurations..Now that I have some sleep:.Fixed in.Thanks for the patch! Please email me your name so I can add you to AUTHORS..Your welcome!  my name is ""Shaun Cutts"".Thanks, and keep up the good work!.Happy New Year",0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  0.25  1.0  0.5375  0.4681818181818182
g29,sd sd sd sd ad sd sd oo_co_cc ba sv ba sd,s,"Issue Prioritisation Explainer #105.In an effort to assist with prioritisation and focus for the Working Group post FPWD, I've reviewed the current list of open issues (54 at time of writing).So we can see the maturity of the documents, I've labelled issues where there is a clear specific document that they apply to as follows;.Furthermore, I've categorised the issues into some broad categories based on the type of issue as follows;.Lastly, I've applied a priority to them as follows using milestones;.I've assessed these priorities based partly on the ""type"", but also applied some more (personal) logic to this as below;.Overall this gives us the following breakdown of categories at the time of writing;.We can discuss at the WG meeting on Thursday how to interpret (and refine) this data..Thanks Matt, this classification grandly facilitates understanding and browsing of our state of the art..We might want labels based on elements from the payments architecture, like ""Payment App"", ""Payment Mediator"", etc..Thanks  for this..I have started triaging these and updating labels and priorities as I go.",0.0  0.0  0.05000000000000001  0.0625  0.0  0.25  0.0  0.0  0.35  0.0  0.2  0.0
g30,ad ad sd qy^d sv sv sv aa ad aa,u,"Logical flags should default to FALSE #105.So that you override them with something = TRUE.This would mean that some functions would have a quiet parameter (verbose by default), and others would have a verbose parameter (quiet by default)..Maybe the general principle is that the name should be guided by the non-default usage so that when reading code you don't get double-negatives?.This seems too arbitrary to be a general rule, sure it works in that particular example, but in many others I don't think it makes sense. e.g..devtools::install() has a build argument or devools::check() both have cran arguments that default to TRUE. Trying to contort their names to default to FALSE doesn't seem worthwhile..Also in regards to verbose vs quiet, I think having argument name consistency, e.g. all tidyverse functions consistently using either verbose or quiet would far outweigh the benefit proposed here..This I think might be a good thing idea though.name should be guided by the non-default usage so that when reading code you avoid double-negatives.Yeah, I think the actual principle might just be: avoid creating logical arguments where the primary use is a double-negative:",-0.07500000000000004  0.35  -0.10416666666666667  0.05000000000000002  0.22333333333333333  0.14999999999999997  0.0875  0.7  0.0  0.21666666666666667
g31,sd sd qo qo sv sd ad sd sd sd sd sd,s,"Version negotiation #105.We need some story for how to evolve versions over time..How and where is version support indicated?.How can a group transition from one version to another?.It seems like the right answer here is roughly the same as for ciphersuites -- advertise support in UserInitKey, select in Welcome..For -04, this will be a preliminary effort..points out that there are more subtle considerations here, e.g., what remains constant across versions. But we'll go ahead and put something basic in -04, as a basis for discussion..Moving to -05 to see if we need something more..Per discussion at interim, this is adequately addressed by:.Stating a version in ClientInitKey (in current draft).Providing a list of supported versions in CIK to prevent downgrade (#224).So closing this in favor of #224",0.0  0.0  0.0  0.0  0.24642857142857144  0.0  0.04166666666666667  0.5  0.3333333333333333  0.0  0.0  0.0
g32,sd b ad,s,"Start of docs #105.Ok, I've overhauled the docs and we have a good start now..Definitely need more as we move forward and have to work out a few bugs with the autodocs but this should be good for an initial merge.",0.0  0.6  0.2
g33,ba qy na sd,s,S3: set storage class and encryption #105.It would be really nice to be able to publish to S3 and not having to update the storage class or encryption per file afterwards which can be especially tedious with large repo mirrors..on encryption: are you talking about server-side encryption with AWS-Managed Encryption Keys right?.Â Indeed I am.Done inÂ master.,0.0  0.0785714285714286  0.2857142857142857  0.0  0.0
g34,sd sd sd sd sd ny sd ba aa sd sv ny sd,s,"Release Dispatch Slack app #105.Carrying on from #63, we have the option to potentially release dispatch as a Slack application..Currently we include documentation for setting it up as a private Workspace application, it'd be great to alleviate the manual steps we can..Will need to explore the Slack app release process further, as well as determine whether custom parameters like the API Gateway URL and SNS Topic are possible in a released application..We will not be releasing a Slack app..Yeah we now have gov price feed as well, although that can fail and the system keeps operating.I'll extend the docs about this in a few days..great.Actually 'debt' is correct here..fixed.tag is a ray now I think. All prices should be rays..Yeah, I'd missed that one..Fixed now.",0.0  0.0  0.26666666666666666  0.0  0.0  -0.5  -0.2  0.8  0.0  0.1  0.0  0.0  0.1
g35,sd sd sd sd sd ny sd ba aa sd sv ny sd,s,"Release Dispatch Slack app #105.Carrying on from #63, we have the option to potentially release dispatch as a Slack application..Currently we include documentation for setting it up as a private Workspace application, it'd be great to alleviate the manual steps we can..Will need to explore the Slack app release process further, as well as determine whether custom parameters like the API Gateway URL and SNS Topic are possible in a released application..We will not be releasing a Slack app..Yeah we now have gov price feed as well, although that can fail and the system keeps operating.I'll extend the docs about this in a few days..great.Actually 'debt' is correct here..fixed.tag is a ray now I think. All prices should be rays..Yeah, I'd missed that one..Fixed now.",0.0  0.0  0.26666666666666666  0.0  0.0  -0.5  -0.2  0.8  0.0  0.1  0.0  0.0  0.1
g36,sd sd qy qw sd,u,Add highlighting for __STACKTRACE__ #105.The title says it all.Any chance of getting this merged soon?.Would you mind adding tests for this? Then we can get this merged..I'm neither working with Elixir or Atom at the moment so I'll close this PR.,0.0  0.0  0.0  0.0  0.0
g37,sd sd sd ^q sd ^q sd sd fa no sv sv ad sv sd,u,master playground doesn't work #105.I really like the idea of this project but I currently can't get it to run in the browser..Running the master playground doesn't work:.Error: Scheme runtime error in char->integer: not a char.Running ./bootstrap-from-guile.sh didn't work either..Error: Scheme runtime error in read-library: Could not find library.#65 works..It would be great if somebody could help me although I just wanted to try this project out and are not currently planning to actively use it..Hey sorry for taking so long the respond!.One issue with the playground currently is that Schism generates return_call instructions which last I checked browsers do not have enabled by default. This may have changed though..At any rate the issue you're hitting sounds like a different one..I think it may be some of the library changes we've made..We can load libraries from the file system but we haven't put a fall back in place for running on the web..I was playing around with this today. I think I'm hitting an issue where what is failing is parsingÂ rnrs.ss:.I did manage to get a program to run from the playground by not importing it though,0.0  0.1  0.0  0.0  0.0  0.0  0.0  0.22222222222222224  -0.28125  0.0  0.0  0.0  0.0  0.0  0.0
g38,sd sd sd sd ad,s,"Resolving Problems Linking with Excel #105.A small number of computers have had problems linking Refprop with Excel..We have just put together a list of items that may help resolve these issues, the new list can be found here:.We will continue to add to this list as we receive your comments and find ways to solve the problems..If you find solutions that could be of help to others, please post them here and we will add them to the list.",0.0  -0.25  0.13636363636363635  0.0  0.0
g39,sd ba sv ad sd fc sd ad sd sd ad ad sd ba qy qo,u,"Fix fails_with: llvm issue #105.Thanks for your pull request..It looks like this may be your first contribution to a Google open source project..Before we can look at your pull request, you'll need to sign a Contributor License Agreement (CLA)..Once you've signed, please reply here (e.g. I signed it!) and we'll verify..Thanks..If you've already signed a CLA, it's possible we don't have your GitHub username or you're using a different email address..Check your existing CLA data and verify that your email is set on your git commits..If your company signed a CLA, they designated a Point of Contact who decides which employees are authorized to participate..You may need to contact the Point of Contact for your company and ask to be added to the group of authorized contributors..If you don't know who your Point of Contact is, direct the project maintainer to go/cla#troubleshoot..In order to pass this check, please resolve this problem and have the pull request author add another comment and the bot will run again..I signed it!.CLAs look good, thanks!.Can you provide some additional comments on the change?.Since when is this ok?",0.0  0.2  0.125  0.0  0.0  0.2  0.0  0.0  0.0  0.0  0.1  0.0  0.0  0.475  0.0  0.5
g40,sd sd sd qo qy^d ad qy qy qo fa qw qy sd sd h fa ny sd,u,Reading out artifacts as bytes #105.When I access artifacts from previous flows after the fact directly via DataArtifact or with the shorthand (run.data.x) if the object is a dataframe it reads in a dataframe for me..That's dope but if I'd like to do something with the raw bytes of this artifact -- say send them to some file store myself outside of the scope of any given flow -- I have to (as far as I can tell) re-dump the dataframe..Am I missing a trick here or is this a byproduct of the way in which artifacts are stored as diffable in the local datastore by metaflow?.Are you saying you would like to dump the pickled artifact somewhere else?.There is no direct API that will give you the bytes but you could use the pathspec information to basically do a file copy..Is this what you are looking for?.does the pathspec solution work for you..If not could you elaborate a bit more?.Apologies for the delay!.What is it that I can file copy from the pathspec in this case?.Is this the pathspec off of the DataArtifact?.That doesn't seem to point me to a file but just a task-specific identifier for that artifact..If I can do something like a file copy that sounds reasonable (although I don't know how to do this with Metaflow's api): I'm mostly wondering how if there is binary stuff that's on disk to avoid putting it back into memory just to move it around in its binary form..Doing so may very well not involve Metaflow but I'm not sure how to reliably grab information about where an artifact's data actually is in a manner beyond the value-fetching shortcut of .data..Oops now it's my turn to apologize for the (insane) delay; don't know how this fell off my radar. Anyways I mistyped I meant to say that you can do something likeÂ run.end_task.artifacts.<your artifact name>._object['location'].Â .Yes this is hidden (we can expose it if it useful) but this should give you the location of your artifact (the file).Â .You should then be able to do whatever you want with it (this is in the binary form pickled and all). You can look at the other attributes in _object which will tell you how it was pickled for example.,0.0  -0.033333333333333326  -0.043589743589743594  -0.1  0.0  -0.05  0.0  0.0  0.5  0.0  0.0  0.0  0.0  0.2333333333333333  -0.016666666666666663  -1.0  0.06666666666666667  0.1875
g41,sd sd sd sd sd sd sd sd sd no qy sd ba ng sd sd sd qy^d qy sd sd sd ba qy qy na sd sd sd sv sd sd sd sd sd sd sv qy sd sv sd sd no sd sd ad ad sd ad h aa sd ba ba,s,"Failed to add deploy keys on GitHub #105.I used tic::use_tic() to deploy the pkgdown site of my package but I got this error:.The repository is a company repository but I must say I have the owner access to this repository..I started to debug the function and found out that the problem is in travis::use_travis_deploy() function..Both remove_key_if_exists and github_add_key do not work..If I go further inside github_add_key function, I found that ret <- add_key(key_data, repo, gh_token, quiet) is not working with error:.I assume that the GITHUB_POST on line is at the origin of the problem..I did the operation manually on Github website and it works..I use {travis} v0.2.11.9000 and {httr} v1.4.1.Everything working for orgs on my side with travis::use_travis_deploy()..Did you by chance try with a fork instead of a normal repo?.We just had a similar issue in which this was the problem..Thanks for your answer..This is not a fork..I tried with another repository in the organization account but it does not work..However, I tried with a repo on my own account and it works..I am admin in the organisation account , so it do not understand where I am blocked..Maybe it comes down to repository rights/team memberships? This is not easy to debug because we cannot simply create a reprex here..Can you give yourself explicit write permissions in the repo, maybe even using ""Teams"" in the organization?.I added me inside a Team as well as collaborator..Independently or combined, this has no effect..Obviously, I already had the privilege to create a deploy key as I did it interactively, but I can't with the API. This must be somewhere else....Thanks for trying!.Would it be possible to create a test repo within your org and add me as a collab?.So I could try things on my own?.Sure..Here is the repo:.You may have received an invitation..I added you as maintainer..You'll probably have to accept the invitation to the team..Ok. So the problem seems to be that returns a 404 in.whereas trying it with ropenscilabs/tic.package returns a valid 200 return code..I just created a new test org with a new repo and getting the same 404 error there..At first I suspected that we may run in trouble if there is no existing key yet and therefore the http request returns 404 (which actually shouldn't happen)..So I added one manually but that did not change anything, still getting a 404..I was thinking about different permissions in some way between the orgs but could not come up with a difference..I assume that something changed with for recent orgs within the Github API..Do you have an idea what might be the problem here?.Otherwise I would ask in the Github dev forum..It seems that it comes down to the rate limit for API requests for a certain API..Example.Note the reset time (50 years). All of this is triggered by.This means the behavior might differ if you use the function from a different IP/network..AFAICS the gh_token we are passing has nothing to do with the rate limit but is only used for auth tasks..If I use my local phone as a hotspot, I get ""Not Found"" when entering in the browser and when using GITHUB_GET from above..To solve this, one can pass an app's client ID with the query..Also see this SO question..I just found that when we replace GITHUB_GET above by gh::gh(), the request succeeds..I guess it would simplify things it we outsource all the GH requests to the gh package..I do not know what they do different in terms of API requests and limits but I am also not an expert in these things..Yes this works !.But you let a browser() call in github_add_key():.Cool! Then I'll continue on this..Ups, well spotted! :)",-0.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.15  0.0  0.2  0.0  0.0  0.6  0.0  -0.12407407407407407  0.0  0.0  0.0  0.0  0.25  0.0  0.6  0.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0909090909090909  0.012499999999999997  0.0  0.0  0.0  0.0  0.0  0.029365079365079344  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.35  0.0  0.0  0.0  0.0  0.4375  0.5
g42,qo sd sd sd sd aa sd sd qy qw sv sd sd,s,"How could I release an R package on github using github submodules? #133.I'm following up on this SO question as no one else has. The comments recommend posting a feature request here. .I have an R package on github. This R package has C++ dependencies which I include inÂ /src..The correct way I would normally do this (outside of R) is create submodules within the github repo which could link to the correct commits as dependencies..So theÂ checking for empty or unneeded directoriesÂ causes the errors because the submodules are interpreted as empty subdirectories. Therefore it cannot find the necessary dependencies and I'll run into a fatal error uponÂ build.Â Yes one way to solve this is to physically put the dependencies within the R package. That does defeat the purpose of submodules though which are very useful..It appears using the following argument works:.The problem with this is this isn't default behavior. I'm nervous about getting dozens of github issues from users who ranÂ devtools::install_git(""reponame/packagename"")Â and didn't read the fine print in the README.Is there a better way?Â .What is the standard method of releasing R packages as a github repo using submodules?.FWIW there is a on-going PR for installing github repo with submodules inÂ #103. When it is done it may answer your use case..I would recommend usingÂ subtreesÂ instead of submodules which willÂ just workÂ for users without any additional tooling..As ofÂ 0927172Â remotes now automatically detects submodules and installs them as needed.",0.0  0.0  0.0  0.075  -0.06666666666666667  0.195  0.0  0.4166666666666667  0.5  0.0  0.0  0.0  0.0
g43,sd sd sd sd sd ft sd qo fa qw qo sd sd qo,u,"text color equal background color #2115.Some labels are rendered in the same color as the console background. Making them only readable after selecting the text..Looking through the issues I realize that can be because most of my labels don't have a background color..Console: Cmder (ConEmu) @ Windows 10. The console does support 24bit color mode..from left to right ConEmu CMD Powershel.Hi thank you for reporting! This is how it should look like (iTerm2 on macOS):.Out detection of color compatibility in terminals isn't great.Do any of these terminals advertiseÂ TERM_PROGRAMÂ among environment variables.Sorry lost track of this issue. None of the terminals have theÂ TERM_PROGRAMÂ env variable. .What should it's value be?.Setting it toÂ Apple_TerminalÂ to force the ""broken 24 bit mode"" add's some color to it. As I understand it setting it to anything else would force render in 24bit mode. Correct?Â .If that's the case 24bit mode doesn't work on Windows. Which is strange because ConEmu should support it..Cygwin and thereby ConEmu do expose theÂ TERMÂ env variable. It contains the valueÂ cygwin. Cmd and Powershell do not..Thank you for exploring. Since these programs don't setÂ TERM_PROGRAM is there something else from the environment that we can detect and opt these shells into the ""broken 24 bit mode""?",0.0  0.0  0.5  0.0  0.14285714285714285  0.0  0.8  0.0  -0.5  0.0  -0.4  -0.05  0.0  -0.4
g44,sd aa aap_am sd qo sd ng b qo no sd sd qo qo qo qw qw qo sd sd sd sd qo h,u,"This would add functionality toÂ commitÂ so thatÂ --co-author NAME EMAILÂ is a valid argument. It would simply addÂ Co-authored-by: $1 <$2>Â to the commit body..I'm interested in giving this a try. Seems like it involves adding a new wrapper around theÂ commitÂ command..This is not a bad feature idea but I'm inclined to think that the complexity of implementing and maintaining this isn't worth the payoff of appending a single line to a git commit message..It feems almost as easy to typeÂ Co-authored-by: NAME <EMAIL>Â in a message as it is to typeÂ --co-author NAME EMAILÂ on the command-line..Thanks for volunteering to pick this up! Before you start implementing how do you plan to handle different ways of supplying a git commit message to theÂ git commitÂ command?.Will all of the listed modes be complatible withÂ --co-author? You see why I'm askingâ this might be difficult to implement and maintain..I simply think the value is not having to Google how to co-author commits every time you want to do it. It will just show up inÂ hub help. To me that alone is worth bringing it in..Yeah when I started looking into adding this the complexity skyrocketed pretty quickly. I think adding it on-top ofÂ git commitÂ is probably unwise as you suggest..Perhaps there's a different implementation - like post-hoc amending a commit after it's been made?.Here's a potential approach:.This hook will automatically add aÂ Co-authored-byÂ line to every commit..However it's still not straightforward:.How will the hub command to set this up be called?.how does the person ""enter"" pairing mode where subsequent commits are co-authored? How do they ""exit"" that mode?.how do we add additional co-authored people? How do we remove them?.what happens if they forget the hook was installed?.what if there is an existingÂ commit-msgÂ hook?.how will this work on Windows?.t seems to me that it's reasonable to only be supported alongsideÂ -mÂ orÂ --amend.The message is the most common usage and all the other options involve either opening an editor or more nuanced uses ofÂ commit.So as a user either you use it withÂ -mÂ or you don't. If you don't you just go back and use it withÂ --amend..Â like the idea of utilising commit-msg hook maybe there's a way to do it one-time..Perhaps we can wrap aroundÂ git commit add or append to the commit-msg shell file and clean up afterwards?.I don't know if anything else inÂ hubÂ uses a technique like this seems a bit hacky.",0.0  0.19318181818181818  0.19285714285714284  0.43333333333333335  0.125  -0.5  0.15  0.29166666666666663  0.0  0.0  0.0  -0.1875  0.0  0.0  0.0  0.0  0.0  0.0  0.1  0.14375  0.0  0.0  0.3666666666666667  0.0
g45,sd ad sd sv qo ad qy ad sd sd sd ad sd oo_co_cc sd sd sv sv sd ad sd sv sv sd oo_co_cc ad sd qy ad oo_co_cc sd fp qy ad sd oo_co_cc sd sd sd sd ad sd ba sd sd sd qy ad sd sd sd sd ad qy ad sd sd,s,"Notes for Meeting 28 #102.Take notes for Ethereum 2.0 call meeting 28..The have allocated to take the notes..If you would like to work on this issue you can 'start work'  on the Gitcoin Issue Details page..Want to chip in?.Add your own contribution here.Questions?.Checkout Gitcoin Help or the Gitcoin Slack.$109,159.68 more funded OSS Work available on the Gitcoin Issue Explorer.Work has been started..These users each claimed they can complete the work by 2 weeks, 2 days from now..Please review their action plans below:.1)xyz  has applied to start work (Funders only: approve worker  reject worker)..I would like to participate in this exercise..It would help me to learn current advancements in Ethereum ecosystem.2)  has applied to start work (Funders only: approve worker reject worker)..I would love to sit in on this meeting and take notes..I also would like to converse with the funder to know more about this bounty..3)  has applied to start work (Funders only: approve worker reject worker)..Down to listen in and take detailed notes, will also record audio and an auto generated transcript in case there are any missing pieces.4)  has applied to start work (Funders only: approve worker  reject worker)..I would love to listen in on this meeting and take detailed notes, mostly as I am interested in learning more about Ethereum..I have great english listening and writing skills and I am confident that I can create useful notes from this call..5) has been approved to start work..Assigned by I will attend the meeting and write the notes..Learn more on the Gitcoin Issue Details page..notes submitted.Hello from Gitcoin Core - are you still working on this issue?.Please submit a WIP PR or comment back within the next 3 days or you will be removed from this ticket and it will be returned to an âOpenâ status..Please let us know if you have questions!.Have already submitted the PR.Hello from Gitcoin Core -.are you still working on this issue?.Please submit a WIP PR or comment back.within the next 3 days or you will be removed from this ticket and it will be returned to an âOpenâ status..Please let us know if you have questions!.reminder (3 days).escalation to mods (6 days).Funders only: Snooze warnings for 1 day.You are receiving this because you were mentioned..Reply to this email directly, view it on GitHub.A tip worth 100.00000 SAI (100.0 USD @ $1.0/SAI) has been granted to  for this issue from ..Nice work!.Your tip has automatically been deposited in the ETH address we have on file..$99842.29 in Funded OSS Work Available at:.Incentivize contributions to your repo: Send a Tip or Fund a PR.No Email?.Get help on the Gitcoin Slack.Issue Status: 1 Open 2 Started 3 Submitted 4. Done.This Bounty has been completed..Additional Tips for this Bounty:.ceresstation tipped 1000000 SAI worth 1000 USD to..Learn more on the Gitcoin Issue Details page.Questions?.Checkout Gitcoin Help or the Gitcoin Slack.more funded OSS Work available on the Gitcoin Issue Explorer.Done",0.0  0.0  0.0  0.0  0.0  0.6  0.0  0.0  0.45  0.0  0.1  0.1  0.0  0.0  0.0  0.0  0.5  0.5  0.0  0.014814814814814808  0.0  0.4125  0.4  0.0  0.0  0.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  0.3  0.75  0.0  0.4  0.0  0.0  0.0  0.0  0.0  0.0  0.3  0.5  0.0  0.0  0.45  0.0
